채용 제목,채용 링크,회사명,회사 링크,지역,경력,학력,고용형태,연봉,직무 분야,등록일,마감일
이커머스 웹 PM (3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499797&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,피플인사이트파트너스 주식회사,https://www.saramin.co.kr/zf_user/company-info/view?csn=RW1Ub0lPZ0dBR2o1cFR0RW1IcktRdz09,서울 서초구,경력 3~12년,초대졸↑,정규직,정보 없음,"PM(프로젝트매니저), 개발PM, 기획, 스토리보드, pm",2024/11/30,2024/12/30
대형 펌 정보보안 개인정보보호,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499793&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,비전서치,https://www.saramin.co.kr/zf_user/company-info/view?csn=MUZubFdTSGxGUFdablpEc2xPWDQvQT09,서울 강남구,경력 5~20년,초대졸↑,정규직,정보 없음,"정보보안, 회계법인",2024/11/30,2024/12/06
"프론트엔드(React, NextJS) 개발자를 모십니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499782&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,비코어(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WVl0WU5ITDFvOHZEYVVhZjJWQjB2UT09,서울 성동구,신입·경력,대졸↑,정규직,정보 없음,"퍼블리셔, 프론트엔드, CSS, CSS3, Docker",2024/11/30,2024/12/26
레이저 응용분야 공정개발 소프트웨어 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499769&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 화성시,경력무관,초대졸↑,정규직,정보 없음,"C#, C++, C언어, PLC, 반도체",2024/11/30,2024/12/12
반도체 RF module 설계 HBT Power Amplifier 설계,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499768&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력,대졸↑,정규직,정보 없음,"정보통신, 회로설계, PCB, Verilog, Verilog",2024/11/30,2024/12/12
반도체 IC칩 Layout PnR engineer 신입 및 경력채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499767&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 수원시 영통구,경력무관,대졸↑,정규직,정보 없음,"Python, 회로설계, 반도체설계, ASIC, VHDL",2024/11/30,2024/12/12
Embedded Linux Bootloader 및 Kernel porting 구인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499761&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력10년↑,대졸↑,정규직,정보 없음,"임베디드, 임베디드리눅스, Linux, 반도체",2024/11/30,2024/12/11
RF 회로 HW 개발 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499758&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력,대졸↑,정규직,정보 없음,"임베디드, FPGA, 회로설계, PCB, 반도체",2024/11/30,2024/12/11
임베디드 시스템 통신프로토콜 개발 3년 이상 코스닥,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499757&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력3년↑,대졸↑,정규직,정보 없음,"임베디드, PLC, 반도체",2024/11/30,2024/12/11
반도체 SoC IP Verification Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499754&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력3년↑,대졸↑,정규직,정보 없음,"아키텍쳐, 반도체",2024/11/30,2024/12/11
SoC Physical Implementation Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499753&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,경기 성남시 분당구,경력무관,대졸↑,정규직,정보 없음,"아키텍쳐, 반도체",2024/11/30,2024/12/10
반도체 SoC 설계 Modem HW 및 Logic 설계 나스닥상장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499752&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,서울 구로구,경력무관,대졸↑,정규직,정보 없음,"네트워크, 임베디드, C++, C언어, 임베디드리눅스",2024/11/30,2024/12/11
하드웨어 Modem LTE baseband Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499748&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,서울 구로구,경력8년↑,대졸↑,정규직,정보 없음,"임베디드, H/W, 회로설계, OrCAD, 반도체설계",2024/11/30,2024/12/10
무선 통신 시스템 Physical Layer Algorithm Engineer C/C++,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499747&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)코리아휴먼리소시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3IzUDlhOW5mQ2pzdE9uK3Y1MWdMZz09,서울 구로구,경력3년↑,대졸↑,정규직,정보 없음,"네트워크, 임베디드, C++, C언어, 임베디드리눅스",2024/11/30,2024/12/10
솔루션사업부 기술지원 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499744&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)에스에이티정보,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZzlzZXZUM0R1ODdEemlGZTZpR3QyZz09,서울 구로구,경력무관,학력무관,정규직,정보 없음,"유지보수, S/W, 기술지원, NI·네트워크통합, 시스템관리",2024/11/30,2024/01/29
2024년도 하반기 신입(인턴) 및 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450469&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)클리오,https://www.saramin.co.kr/zf_user/company-info/view?csn=TWNRWkMzdXRWOVpiYTFaZzNrMmppUT09,서울 성동구,신입·경력,학력무관,정규직·계약직,정보 없음,"모델링, 경리, 경리사무원, 급여(Payroll), 법인결산",2024/11/28,2024/12/31
풀스택 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488124&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)아이넵,https://www.saramin.co.kr/zf_user/company-info/view?csn=NEhNYm80YzJpYkpPTERvdDAvSUpWUT09,서울전체,경력 3~20년,초대졸↑,정규직,정보 없음,"데이터분석가, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",2024/11/28,2024/12/27
프론트엔드 개발자 (경력 6년~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49489913&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)퍼퓸그라피,https://www.saramin.co.kr/zf_user/company-info/view?csn=K281UE4rKzFnQUc2V2FGQitvL20xUT09,서울전체,경력 6~8년,학력무관,정규직,정보 없음,"웹개발, 퍼블리셔, 프론트엔드, 반응형웹, 웹표준·웹접근성",2024/11/28,2024/12/27
A person in charge of SW development(5 to 10 years),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488756&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)얼라인드제네틱스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q1QzcHRJOWhZajNGYkZsdlQzMHZyQT09,경기전체,경력 5~10년,대졸↑,정규직,정보 없음,"SE(시스템엔지니어), S/W, C++, C언어, Linux",2024/11/28,2024/12/27
소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488857&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,서울전체,신입·경력,초대졸↑,정규직,정보 없음,"S/W, C#, C++, C언어, LabVIEW",2024/11/28,2024/12/31
[빅데이터 AI 스타트업] 개발/기획/영업 부문별 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488773&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,스피치로그(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=cGI2enJ2MVgyNitNNXdaQlhMcmxVZz09,서울 용산구,신입·경력,초대졸↑,정규직·인턴직,정보 없음,"데이터분석가, 백엔드/서버개발, 프론트엔드, 빅데이터, AI(인공지능)",2024/11/28,2024/12/08
자율주행 프론트엔드 개발 엔지니어 (전문연 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49489045&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,서울전체,신입·경력,대졸↑,정규직,정보 없음,"웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어), 반응형웹",2024/11/28,2024/12/31
프론트 개발자 채용(1~3년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490955&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)날개물류,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXFVR0xXSGtsVXlpMTJhejUrd1NXUT09,경기전체,경력 1~3년,대졸↑,정규직,정보 없음,"웹개발, 프론트엔드, ECMAScript, Javascript, React",2024/11/28,2024/12/27
[SK쉴더스] SAP 시스템 운영 및 IT기획 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49487850&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,에스케이쉴더스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WTZqYityZFcrMHJCYVFtOFJZQzc3UT09,서울 강남구,경력3년↑,대졸↑,정규직,정보 없음,"기술지원, 데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발",2024/11/28,2024/12/05
SW 개발 담당자 과장급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488762&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)얼라인드제네틱스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q1QzcHRJOWhZajNGYkZsdlQzMHZyQT09,경기전체,경력 5~10년,대졸↑,정규직,정보 없음,"SE(시스템엔지니어), S/W, C++, C언어, Linux",2024/11/28,2024/12/27
개인정보보호 담당자(경력 15년~20년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488934&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,피엠인터내셔널코리아(유),https://www.saramin.co.kr/zf_user/company-info/view?csn=UThNR0RQdmRwU21nYlFVaU5WLzVudz09,서울전체,경력 15~20년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 보안컨설팅, 웹개발, 정보보안, CISO",2024/11/28,2024/12/27
소프트웨어 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488853&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,서울전체,신입·경력,초대졸↑,정규직,정보 없음,"S/W, C#, C++, C언어, LabVIEW",2024/11/28,2024/12/31
Document AI Researcher (경력 무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49491256&location=ts&searchType=search&paid_fl=n&search_uuid=6cc9a300-6c44-433c-8354-1113f0e519d5,(주)애자일소다,https://www.saramin.co.kr/zf_user/company-info/view?csn=VWVSblpuS3cyL2dEd1c5RkFLSmFrUT09,서울전체,신입·경력,대졸↑,정규직,정보 없음,"데이터분석가, 웹개발, SE(시스템엔지니어), 딥러닝, 머신러닝",2024/11/28,2024/12/28
Oracle DB 엔지니어 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488497&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)골든어스,https://www.saramin.co.kr/zf_user/company-info/view?csn=L25RK09vbnNQQldEQVRBVFFKODR1UT09,서울 금천구,경력 3~10년,초대졸↑,정규직,정보 없음,"기술지원, 데이터엔지니어, 데이터마이닝, 빅데이터, OracleDB",2024/11/28,2024/12/27
기술영업 담당 경력 채용 [서울/경기],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49487445&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,이노뎁(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=RUJIa1hYVDZ5SXpGMWRDaElqdUJoUT09,서울전체,경력3년↑,초대졸↑,정규직,정보 없음,"정보통신, 기술영업, 영업관리, 영업직, 네트워크영업",2024/11/28,2024/12/27
window application 개발 엔지니어 인재모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488133&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)엔미디어플랫폼,https://www.saramin.co.kr/zf_user/company-info/view?csn=R3J1eHArU3J3TUs1a2lSQ0JEUUhyUT09,서울전체,신입·경력,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, 프론트엔드, C++, C언어",2024/11/28,2024/12/27
기술지원 엔지니어 신입/경력 채용 [안양],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49487464&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,이노뎁(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=RUJIa1hYVDZ5SXpGMWRDaElqdUJoUT09,경기 안양시 동안구,신입·경력,고졸↑,정규직,정보 없음,"기술지원, 백엔드/서버개발, 네트워크, Windows, Linux",2024/11/28,2024/12/27
백엔드 개발자 (5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490409&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)클레온,https://www.saramin.co.kr/zf_user/company-info/view?csn=T20rM3ZLbUVIdnZBVFYzL1NDL2ZHZz09,서울전체,경력 5~10년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어), 인프라",2024/11/28,2024/12/27
HW개발자(5년이상) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488359&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)씨앤유글로벌,https://www.saramin.co.kr/zf_user/company-info/view?csn=MDY5YytWUi9LYWYrdHFjY0lKa0ROQT09,경기전체,경력 5~10년,대졸↑,정규직,정보 없음,"네트워크, 임베디드, H/W, MCU, 임베디드리눅스",2024/11/28,2024/12/31
[파주] 백엔드 개발자(4~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490960&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)날개물류,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXFVR0xXSGtsVXlpMTJhejUrd1NXUT09,경기전체,경력 4~5년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, DBA, 딥러닝, 머신러닝",2024/11/28,2024/12/27
AI연구소 AI기반연구팀 팀장(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490921&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)아이스크림아트,https://www.saramin.co.kr/zf_user/company-info/view?csn=TUpmNmxhR2xVQ2NyU1gzS1lZeTYvUT09,서울 강남구,경력7년↑,대졸↑,정규직,정보 없음,"이미지프로세싱, AI(인공지능), 연구원, R&D, R&D기획",2024/11/28,2024/12/27
데이터엔지니어 인재모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488131&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)엔미디어플랫폼,https://www.saramin.co.kr/zf_user/company-info/view?csn=R3J1eHArU3J3TUs1a2lSQ0JEUUhyUT09,서울전체,경력 5~12년,학력무관,정규직,정보 없음,"SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 빅데이터, ETL",2024/11/28,2024/12/27
QA  엔지니어 (1년차이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49489689&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)팬딩,https://www.saramin.co.kr/zf_user/company-info/view?csn=d1RPdGtwN2dpN3ZEcXpBb3FPS3pjdz09,서울전체,경력 1~5년,학력무관,정규직,정보 없음,"QA/테스터, 인프라, 암호화폐, 소프트웨어개발",2024/11/28,2024/12/27
"ML Engineer (Machine Learning, 머신러닝)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490405&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)클레온,https://www.saramin.co.kr/zf_user/company-info/view?csn=T20rM3ZLbUVIdnZBVFYzL1NDL2ZHZz09,서울전체,경력 2~10년,대졸↑,정규직,정보 없음,"데이터분석가, 딥러닝, 머신러닝, 블록체인, 빅데이터",2024/11/28,2024/12/27
[파주] 백엔드 개발자(1~3년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490962&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)날개물류,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXFVR0xXSGtsVXlpMTJhejUrd1NXUT09,경기전체,경력 1~3년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, DBA, 딥러닝, 머신러닝",2024/11/28,2024/12/27
보안 엔지니어 (경력6년~10년) [수원],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488492&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,주식회사 커넥티스,https://www.saramin.co.kr/zf_user/company-info/view?csn=UWszdmZyN0ZzaENmbUxIM1JRVTBwQT09,서울전체,경력 6~10년,학력무관,정규직,정보 없음,"백엔드/서버개발, 보안컨설팅, 웹개발, 정보보안, CISO",2024/11/28,2024/12/27
SW 개발 담당자 대리급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488765&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,(주)얼라인드제네틱스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q1QzcHRJOWhZajNGYkZsdlQzMHZyQT09,경기전체,경력 1~5년,대졸↑,정규직,정보 없음,"SE(시스템엔지니어), S/W, C++, C언어, Linux",2024/11/28,2024/12/27
Oracle DBA 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490869&location=ts&searchType=search&paid_fl=n&search_uuid=f0ef49fe-d5cc-4333-b097-7f317d090c02,이투이솔루션즈(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=a1NUcitDM0VBajBTYkhqWjc4MXhQQT09,서울 서초구,경력3년↑,초대졸↑,정규직,정보 없음,"데이터엔지니어, 웹개발, 유지보수, DBA, IT컨설팅",2024/11/28,2024/12/27
